parcel,min_x,max_x,min_y,max_y,created_by,created
AU5838,2681013,2681034,1248205,1248225,AU1846,1966-06-14
AU5839,2682472,2682485,1248626,1248637,AU1847,1966-06-23
AU5840,2682463,2682503,1248592,1248635,AU1847,1966-06-23
AU5841,2681997,2682033,1248936,1248968,AU1848,1966-07-01
AU5843,2681889,2681922,1247560,1247594,AU1849,1966-08-02
AU5847,2682014,2682040,1247261,1247286,AU1850,1966-08-09
AU5848,2681994,2682023,1247242,1247272,AU1850,1966-08-09
AU5850,2681868,2681891,1247581,1247611,AU1851,1966-08-30
AU5863,2681117,2681196,1249406,1249529,AU1854,1966-10-21
AU5869,2681186,2681207,1249425,1249523,AU1854,1966-10-21
AU5871,2681128,2681249,1249538,1249690,AU1857,1966-10-25
AU5873,2681198,2681257,1249521,1249582,AU1857,1966-10-25
AU5874,2682624,2682648,1248591,1248616,AU1862,1967-02-24
AU5875,2682245,2682268,1247169,1247193,AU1863,1967-03-23
AU5876,2682256,2682325,1247123,1247202,AU1863,1967-03-23
AU5879,2681375,2681422,1247779,1247955,AU1886,1967-08-03
AU5880,2681415,2681533,1247858,1247916,AU1886,1967-08-03
AU5881,2681397,2681484,1247876,1248037,AU1886,1967-08-03
AU5885,2681987,2682030,1247706,1247751,AU1910,1967-12-20
AU5886,2682460,2682546,1247650,1247744,AU1912,1968-04-04
AU5887,2681735,2681807,1247715,1247762,AU1921,1968-03-29
AU5890,2682308,2682366,1248183,1248234,AU1936,1968-09-02
AU5891,2681845,2681879,1247572,1247612,AU1938,1968-11-01
AU5892,2681837,2681980,1247460,1247594,AU1938,1968-11-01
AU5896,2682180,2682196,1247993,1248010,AU1943,1968-12-05
AU5898,2681866,2681962,1247700,1247788,AU1944,1969-01-07
AU5900,2681836,2681943,1247653,1247714,AU1944,1969-01-07
AU5901,2681796,2681855,1247631,1247683,AU1944,1969-01-07
AU5902,2681852,2681987,1247643,1247735,AU1944,1969-01-07
AU5903,2681790,2681874,1247644,1247723,AU1944,1969-01-07
AU5904,2681862,2681896,1247732,1247772,AU1944,1969-01-07
AU5905,2681212,2681282,1247922,1248004,AU1948,1969-01-09
AU5906,2681158,2681234,1247898,1247985,AU1949,1969-02-12
AU5907,2681150,2681170,1247921,1247943,AU1949,1969-02-12
AU5911,2680975,2681068,1249595,1249742,AU1952,1969-04-25
AU5912,2681020,2681079,1249594,1249730,AU1952,1969-04-25
AU5927,2682020,2682053,1247665,1247688,AU1953,1969-04-11
AU5928,2682025,2682053,1247677,1247700,AU1953,1969-04-11
AU5933,2682254,2682273,1247396,1247416,AU1955,1969-07-23
AU5934,2682271,2682298,1247398,1247417,AU1955,1969-07-23
AU5935,2682297,2682326,1247394,1247418,AU1955,1969-07-23
AU5942,2682314,2682341,1247328,1247356,AU1955,1969-07-23
AU5943,2682327,2682354,1247345,1247374,AU1955,1969-07-23
AU5946,2682163,2682192,1248107,1248134,AU1957,1969-12-03
AU5956,2682243,2682272,1247322,1247350,AU1959,1969-12-16
AU5957,2682324,2682358,1247803,1247840,AU1958,1969-12-30
AU5958,2682398,2682438,1247638,1247680,AU1961,1970-02-17
AU5959,2682392,2682412,1247639,1247660,AU1961,1970-02-17
AU5960,2682402,2682422,1247631,1247649,AU1961,1970-02-17
AU5965,2682036,2682083,1247266,1247310,AU1963,1970-10-08
AU5966,2682017,2682060,1247231,1247289,AU1963,1970-10-08
AU5969,2681896,2681939,1247435,1247476,AU1966,1970-02-18
AU5970,2682525,2682576,1248467,1248519,AU1967,1970-03-09
AU5972,2682538,2682610,1248426,1248482,AU1967,1970-03-09
AU5974,2682034,2682071,1247840,1247873,AU1969,1970-04-30
AU5975,2682405,2682445,1247340,1247392,AU1970,1970-04-30
AU5978,2680680,2680717,1248315,1248359,AU1971,1970-05-28
AU5979,2680696,2680733,1248305,1248349,AU1971,1970-05-28
AU5980,2680712,2680757,1248288,1248339,AU1971,1970-05-28
AU5983,2680691,2680738,1248272,1248312,AU1971,1970-05-28
AU5984,2680686,2680728,1248257,1248296,AU1971,1970-05-28
AU5987,2680655,2680718,1248213,1248270,AU1971,1970-05-28
AU5990,2682173,2682187,1247984,1247999,AU1973,1970-06-10
AU5991,2681963,2682011,1248238,1248294,AU1974,1970-07-24
AU5992,2682273,2682312,1247972,1248009,AU1975,1970-11-03
AU5993,2680354,2680609,1249568,1249771,AU1976,1970-12-21
AU5994,2680473,2680651,1249541,1249696,AU1976,1970-12-21
AU5997,2680574,2680776,1249468,1249616,AU1976,1970-12-21
AU6008,2682363,2682403,1248128,1248168,AU1978,1971-01-15
AU6009,2682382,2682416,1248153,1248181,AU1978,1971-01-15
AU6010,2682210,2682244,1248296,1248330,AU1979,1971-02-11
AU6012,2680832,2680867,1248627,1248677,AU1980,1971-03-09
AU6013,2680849,2680931,1248597,1248671,AU1980,1971-03-09
AU6014,2682080,2682122,1247416,1247449,AU1981,1971-03-10
AU6016,2682181,2682199,1247890,1247918,AU1982,1971-04-21
AU6018,2682188,2682235,1247868,1247909,AU1983,1971-05-26
AU6019,2681874,2681895,1247640,1247655,AU1984,1971-05-27
AU6020,2681894,2681911,1247639,1247655,AU1984,1971-05-27
AU6021,2681935,2681960,1247501,1247527,AU1985,1971-06-04
AU6026,2681887,2681907,1247507,1247529,AU1988,1971-07-09
AU6027,2681893,2681914,1247501,1247523,AU1988,1971-07-09
AU6028,2682180,2682205,1247911,1247935,AU1989,1971-07-21
AU6029,2682196,2682225,1247900,1247925,AU1989,1971-07-21
AU6030,2681777,2681806,1247943,1247978,AU1990,1971-08-09
AU6031,2681770,2681786,1247948,1247967,AU1990,1971-08-09
AU6032,2682202,2682222,1248307,1248331,AU1991,1973-08-31
AU6034,2682230,2682254,1248160,1248178,AU1992,1971-09-22
AU6035,2682234,2682251,1248173,1248191,AU1992,1971-09-22
AU6038,2681561,2681623,1248914,1248984,AU1993,1971-09-28
AU6039,2681600,2681672,1248911,1249008,AU1993,1971-09-28
AU6040,2681610,2681665,1248897,1248957,AU1993,1971-09-28
AU6041,2681647,2681715,1248894,1248981,AU1993,1971-09-28
AU6042,2681659,2681708,1248883,1248931,AU1993,1971-09-28
AU6046,2681710,2681752,1247615,1247643,AU1995,1971-11-03
AU6051,2680508,2680770,1248317,1248490,AU1996,1971-12-07
AU6054,2680497,2680615,1248390,1248470,AU1996,1971-12-07
AU6059,2681625,2681646,1249073,1249095,AU1997,1971-12-21
AU6061,2682102,2682121,1248247,1248270,AU1998,1971-12-22
AU6062,2682107,2682155,1248222,1248265,AU1998,1971-12-22
AU6063,2682140,2682164,1248214,1248240,AU1998,1971-12-22
AU6064,2681604,2681628,1249039,1249066,AU2001,1972-03-15
AU6065,2681615,2681633,1249057,1249074,AU2001,1972-03-15
AU6066,2681620,2681638,1249065,1249081,AU2001,1972-03-15
AU6070,2681663,2681903,1248993,1249156,AU2001,1972-03-15
AU6071,2682611,2682647,1248735,1248765,AU2002,1972-03-29
AU6073,2680725,2680752,1249779,1249791,AU2003,1973-03-27
AU6074,2680748,2680763,1249780,1249831,AU2003,1973-03-27
AU6075,2680757,2680785,1249780,1249789,AU2003,1973-03-27
AU6076,2680784,2680788,1249780,1249831,AU2003,1973-03-27
AU6077,2680785,2680813,1249779,1249793,AU2003,1973-03-27
AU6078,2680808,2680823,1249778,1249826,AU2003,1973-03-27
AU6079,2680817,2680845,1249776,1249792,AU2003,1973-03-27
AU6081,2681092,2681118,1249750,1249816,AU2003,1973-03-27
AU6083,2681328,2681401,1249633,1249700,AU2003,1973-03-27
AU6084,2681384,2681468,1249608,1249671,AU2003,1973-03-27
AU6085,2681453,2681497,1249594,1249638,AU2003,1973-03-27
AU6086,2681485,2681523,1249584,1249625,AU2003,1973-03-27
AU6089,2681557,2681647,1249535,1249607,AU2003,1973-03-27
AU6090,2681627,2681862,1249480,1249584,AU2003,1973-03-27
AU6094,2680697,2680867,1249751,1249782,AU2003,1973-03-27
AU6095,2680866,2681120,1249718,1249775,AU2003,1973-03-27
AU6096,2681110,2681309,1249642,1249741,AU2003,1973-03-27
AU6097,2681300,2681473,1249574,1249664,AU2003,1973-03-27
AU6098,2681462,2681788,1249449,1249601,AU2003,1973-03-27
AU6100,2681885,2681918,1249476,1249504,AU2003,1973-03-27
AU6103,2681369,2681464,1249525,1249605,AU2003,1973-03-27
AU6104,2681208,2681525,1249482,1249575,AU2003,1973-03-27
AU6106,2681848,2681871,1249385,1249408,AU2003,1973-03-27
AU6107,2681838,2681857,1249382,1249401,AU2003,1973-03-27
AU6108,2681823,2681849,1249371,1249396,AU2003,1973-03-27
AU6109,2681816,2681836,1249365,1249384,AU2003,1973-03-27
AU6110,2681808,2681830,1249353,1249376,AU2003,1973-03-27
AU6111,2681797,2681834,1249333,1249366,AU2003,1973-03-27
AU6112,2681790,2681813,1249330,1249351,AU2003,1973-03-27
AU6113,2681785,2681805,1249321,1249339,AU2003,1973-03-27
AU6114,2681778,2681799,1249311,1249330,AU2003,1973-03-27
AU6115,2681770,2681794,1249297,1249321,AU2003,1973-03-27
AU6116,2681736,2681824,1249307,1249403,AU2003,1973-03-27
AU6117,2681628,2681769,1249140,1249329,AU2003,1973-03-27
AU6136,2680893,2681012,1249532,1249582,AU2010,1972-11-30
AU6137,2680602,2680672,1248352,1248411,AU2011,1972-12-04
AU6138,2680651,2680701,1248326,1248378,AU2011,1972-12-04
AU6143,2682586,2683018,1248360,1248793,AU2014,1973-09-04
AU6146,2682312,2682339,1247998,1248029,AU2015,1973-03-30
AU6150,2680281,2680356,1249571,1249617,AU2017,1973-10-12
AU6154,2681938,2681961,1248263,1248286,AU2023,1974-01-21
AU6155,2681947,2681970,1248232,1248267,AU2023,1974-01-21
AU6156,2681924,2681942,1248266,1248281,AU2023,1974-01-21
AU6157,2681905,2681927,1248262,1248277,AU2023,1974-01-21
AU6158,2681907,2681928,1248226,1248248,AU2023,1974-01-21
AU6159,2681908,2681960,1248228,1248273,AU2023,1974-01-21
AU6163,2682090,2682136,1247376,1247426,AU2028,1974-07-08
AU6164,2682065,2682121,1247355,1247441,AU2028,1974-07-08
AU6165,2682135,2682306,1249123,1249265,AU2032,1974-06-12
AU6166,2682176,2682215,1249146,1249183,AU2032,1974-06-12
AU6167,2682952,2682981,1248270,1248301,AU2033,1974-07-04
AU6170,2681952,2682044,1247309,1247406,AU2035,1974-12-16
AU6172,2681889,2682013,1247300,1247380,AU2035,1974-12-16
AU6173,2681919,2681961,1247356,1247395,AU2035,1974-12-16
AU6174,2682000,2682027,1247303,1247326,AU2035,1974-12-16
AU6175,2680352,2680549,1249539,1249641,AU2036,1976-05-11
AU6180,2680881,2680945,1249482,1249551,AU2038,1974-11-30
AU6181,2680919,2680976,1249474,1249536,AU2038,1974-11-30
AU6191,2681312,2681548,1248988,1249168,AU2057,1975-10-23
AU6196,2682243,2682295,1247575,1247633,AU2070,1975-07-11
AU6197,2682225,2682277,1247561,1247614,AU2070,1975-07-11
AU6199,2682386,2682434,1247312,1247375,AU2071,1975-11-25
AU6200,2682409,2682483,1247252,1247335,AU2071,1975-11-25
AU6201,2682197,2682246,1247932,1247985,AU2081,1975-09-11
AU6202,2682143,2682167,1248160,1248183,AU2082,1975-10-14
AU6203,2680581,2680703,1248235,1248345,AU2083,1975-10-14
AU6204,2682174,2682212,1247942,1247976,AU2081,1975-09-11
AU6209,2680774,2680874,1248276,1248365,AU2121,1976-01-06
AU6212,2681862,2682127,1249171,1249416,AU2084,1976-04-08
AU6213,2681983,2682046,1249302,1249388,AU2084,1976-04-08
AU6215,2681885,2682034,1249312,1249426,AU2084,1976-04-08
AU6216,2681779,2681894,1249384,1249518,AU2084,1976-04-08
AU6217,2682136,2682246,1247283,1247343,AU3404,1999-05-19
AU6218,2681963,2682183,1247256,1247396,AU2123,1977-05-04
AU6219,2682164,2682287,1247379,1247501,AU2123,1977-05-04
AU6220,2682183,2682336,1247379,1247440,AU2123,1977-05-04
AU6221,2682330,2682408,1247355,1247456,AU2123,1977-05-04
AU6222,2682088,2682299,1247137,1247352,AU2123,1977-05-04
AU6223,2682224,2682259,1247305,1247335,AU2123,1977-05-04
AU6224,2682226,2682277,1247337,1247414,AU2123,1977-05-04
AU6225,2682261,2682324,1247341,1247401,AU2123,1977-05-04
AU6226,2682274,2682310,1247313,1247341,AU2123,1977-05-04
AU6227,2682292,2682336,1247332,1247380,AU2123,1977-05-04
AU6228,2682314,2682346,1247366,1247414,AU2123,1977-05-04
AU6229,2680330,2680772,1249407,1249639,AU2124,1976-06-01
AU6232,2680759,2681130,1249282,1249439,AU2124,1976-06-01
AU6233,2680920,2681024,1249361,1249572,AU2124,1976-06-01
AU6235,2681045,2681167,1249328,1249536,AU2124,1976-06-01
AU6236,2681072,2681171,1249312,1249434,AU2124,1976-06-01
AU6237,2681119,2681662,1249310,1249552,AU2124,1976-06-01
AU6241,2680943,2681010,1249280,1249329,AU2124,1976-06-01
AU6242,2680933,2680948,1249276,1249332,AU2124,1976-06-01
AU6244,2680869,2680939,1249261,1249346,AU2124,1976-06-01
AU6245,2680874,2680907,1249312,1249348,AU2124,1976-06-01
AU6247,2680850,2680874,1249338,1249366,AU2124,1976-06-01
AU6255,2682256,2682292,1247244,1247310,AU2123,1977-05-04
AU6256,2682208,2682265,1247212,1247286,AU2123,1977-05-04
AU6259,2681457,2681533,1249118,1249186,AU2125,1976-07-12
AU6260,2681508,2681596,1249084,1249153,AU2125,1976-07-12
AU6261,2681555,2681594,1249077,1249118,AU2125,1976-07-12
AU6269,2682190,2682223,1247964,1247998,AU3567,1998-01-01
AU6270,2682180,2682206,1247976,1248005,AU3567,1998-01-01
AU6272,2680525,2680613,1248443,1248523,AU2127,1976-05-13
AU6273,2682768,2682790,1248406,1248429,AU2128,1976-09-16
AU6274,2682776,2682801,1248398,1248423,AU2128,1976-09-16
AU6275,2681784,2681801,1248906,1248922,AU2129,1976-06-22
AU6277,2681957,2682022,1248795,1248907,AU2129,1976-06-22
AU6279,2681971,2682208,1248652,1248809,AU2129,1976-06-22
AU6280,2680443,2680758,1248608,1248897,AU2130,1976-08-26
AU6281,2680583,2680776,1248578,1248794,AU2130,1976-08-26
AU6282,2680765,2680795,1248755,1248785,AU2130,1976-08-26
AU6283,2680787,2680809,1248753,1248776,AU2130,1976-08-26
AU6284,2680801,2680822,1248747,1248770,AU2130,1976-08-26
AU6285,2680814,2680839,1248739,1248765,AU2130,1976-08-26
AU6286,2680779,2680856,1248655,1248761,AU2130,1976-08-26
AU6287,2680840,2680865,1248727,1248754,AU2130,1976-08-26
AU6288,2680857,2680880,1248724,1248750,AU2130,1976-08-26
AU6289,2680871,2680895,1248717,1248743,AU2130,1976-08-26
AU6290,2680886,2680913,1248710,1248736,AU2130,1976-08-26
AU6291,2680515,2680763,1248800,1248916,AU2130,1976-08-26
AU6292,2680751,2681003,1248693,1248820,AU2130,1976-08-26
AU6293,2680763,2680826,1248789,1248852,AU2130,1976-08-26
AU6297,2680157,2680521,1248900,1249065,AU2130,1976-08-26
AU6298,2680442,2680609,1248403,1248587,AU2130,1976-08-26
AU6299,2681812,2681899,1249259,1249382,AU2131,1976-06-08
AU6301,2681865,2681932,1247808,1247877,AU2135,1976-08-16
AU6302,2681903,2681927,1247818,1247849,AU2135,1976-08-16
AU6303,2682298,2682347,1247948,1247991,AU2138,1976-09-01
AU6304,2682339,2682358,1247943,1247965,AU2138,1976-09-01
AU6305,2682148,2682178,1248123,1248150,AU2140,1976-09-30
AU6308,2681683,2681872,1248937,1249089,AU2142,1976-12-31
AU6309,2681592,2681779,1248908,1249049,AU2142,1976-12-31
AU6310,2681700,2681885,1248854,1249003,AU2142,1976-12-31
AU6311,2681691,2681749,1248878,1248955,AU2142,1976-12-31
AU6312,2681505,2681737,1248845,1248951,AU2142,1976-12-31
AU6313,2681541,2681587,1248928,1248985,AU2142,1976-12-31
AU6314,2681563,2681629,1248970,1249030,AU2142,1976-12-31
AU6318,2681586,2681684,1248776,1248879,AU2142,1976-12-31
AU6319,2681653,2681724,1248771,1248860,AU2142,1976-12-31
AU6321,2681426,2681550,1248967,1249039,AU2142,1976-12-31
AU6323,2682237,2682256,1247284,1247290,AU2123,1977-05-04
AU6326,2682525,2682573,1247621,1247675,AU2150,1976-12-31
AU6327,2680903,2681055,1249253,1249310,AU2155,1977-01-25
AU6329,2680799,2681051,1248194,1248435,AU2158,1977-04-05
AU6331,2680585,2680830,1248335,1248558,AU2158,1977-04-05
AU6333,2680847,2680927,1248431,1248503,AU2158,1977-04-05
AU6334,2680754,2680899,1248409,1248511,AU2158,1977-04-05
AU6335,2680892,2681104,1248282,1248431,AU2158,1977-04-05
AU6336,2680690,2680850,1248208,1248444,AU2158,1977-04-05
AU6337,2682154,2682257,1247311,1247408,AU2162,1977-04-01
AU6338,2680956,2681139,1249337,1249572,AU2170,1977-08-25
AU6339,2680971,2681212,1249518,1249600,AU2170,1977-08-25
AU6340,2680517,2680549,1249789,1249854,AU2171,1977-08-25
AU6341,2680482,2680698,1249757,1249801,AU2171,1977-08-25
AU6343,2681891,2681959,1249005,1249058,AU2172,1977-09-19
AU6344,2680853,2680997,1249523,1249608,AU2174,1977-11-14
AU6345,2680541,2680861,1249574,1249766,AU2174,1977-11-14
AU6346,2680544,2680675,1249522,1249644,AU2174,1977-11-14
AU6347,2680661,2680717,1249596,1249620,AU2174,1977-11-14
AU6349,2680838,2680905,1249509,1249573,AU2174,1977-11-14
AU6350,2680759,2680898,1249604,1249754,AU2174,1977-11-14
AU6352,2681031,2681081,1249594,1249726,AU2197,1978-05-23
AU6354,2680889,2680981,1249388,1249528,AU2197,1978-05-23
AU6355,2680892,2680994,1249376,1249527,AU2197,1978-05-23
AU6357,2680926,2681030,1248154,1248282,AU2203,1978-06-08
AU6358,2680867,2680995,1248147,1248232,AU2203,1978-06-08
AU6360,2682523,2682547,1248544,1248568,AU2204,1978-06-16
AU6361,2682531,2682552,1248539,1248560,AU2204,1978-06-16
AU6362,2682444,2682540,1248869,1248960,AU2207,1978-08-18
AU6364,2682616,2682657,1248457,1248497,AU2210,1978-10-13
AU6365,2681910,2681944,1247471,1247507,AU2219,1979-02-01
AU6366,2682356,2682393,1248076,1248107,AU2220,1979-02-20
AU6367,2682054,2682087,1247330,1247366,AU2225,1979-05-15
AU6369,2682317,2682343,1248719,1248752,AU2230,1979-06-14
AU6370,2681372,2681435,1248144,1248194,AU2231,1979-06-19
AU6372,2682657,2682789,1247877,1247998,AU2233,1979-09-28
AU6374,2682628,2682673,1247988,1248030,AU2233,1979-09-28
AU6378,2682763,2682817,1248300,1248355,AU2235,1979-08-24
AU6381,2681750,2681809,1247763,1247833,AU2238,1979-11-21
AU6382,2681782,2681837,1247752,1247818,AU2238,1979-11-21
AU6383,2682030,2682054,1247691,1247715,AU2244,1979-11-19
AU6385,2681034,2681116,1249587,1249690,AU2246,1979-12-17
AU6386,2681068,2681182,1249618,1249726,AU2246,1979-12-17
AU6388,2681440,2681663,1248839,1249160,AU2249,1980-03-10
AU6396,2682770,2682846,1248416,1248471,AU2255,1980-04-03
AU6397,2682797,2682838,1248399,1248434,AU2255,1980-04-03
AU6399,2682241,2682291,1248876,1248926,AU2262,1980-05-28
AU6400,2682240,2682482,1248691,1248962,AU2262,1980-05-28
AU6401,2682235,2682305,1248771,1248896,AU2262,1980-05-28
AU6402,2682079,2682107,1247930,1247958,AU2264,1980-07-03
AU6403,2682094,2682121,1247915,1247938,AU2264,1980-07-03
AU6404,2682299,2682345,1247916,1247960,AU2265,1980-06-16
AU6405,2682454,2682616,1248819,1248950,AU2248,1980-06-27
AU6406,2682463,2682528,1248950,1249014,AU2269,1980-07-21
AU6408,2682505,2682570,1248662,1248732,AU2278,1980-08-26
AU6409,2682509,2682594,1248670,1248734,AU2278,1980-08-26
AU6410,2681947,2682047,1249036,1249119,AU2279,1980-09-10
AU6411,2681956,2682048,1249034,1249086,AU2279,1980-09-10
AU6412,2682500,2682520,1248697,1248716,AU2280,1980-10-06
AU6413,2682506,2682532,1248683,1248709,AU2280,1980-10-06
AU6414,2681210,2681247,1248008,1248045,AU2285,1980-12-03
AU6415,2681933,2682014,1248072,1248166,AU2286,1980-12-15
AU6416,2681964,2682005,1247838,1247867,AU2288,1981-01-19
AU6417,2681971,2682017,1247855,1247890,AU2288,1981-01-19
AU6418,2681477,2681607,1248230,1248344,AU2292,1981-02-05
AU6419,2682906,2682989,1248350,1248432,AU2293,1981-03-09
AU6420,2682944,2683017,1248303,1248391,AU2293,1981-03-09
AU6421,2682269,2682342,1248114,1248178,AU2294,1981-03-10
AU6422,2681154,2681187,1247943,1247978,AU2295,1981-03-10
AU6424,2682875,2682926,1248324,1248373,AU2298,1981-03-31
AU6427,2681512,2681616,1249109,1249197,AU2299,1981-05-13
AU6429,2682070,2682097,1249157,1249193,AU2307,1981-07-07
AU6431,2680775,2680841,1248127,1248187,AU2308,1981-07-30
AU6432,2680743,2680990,1248101,1248322,AU2308,1981-07-30
AU6433,2681757,2681856,1247646,1247743,AU2309,1981-08-24
AU6434,2681814,2681862,1247726,1247750,AU2309,1981-08-24
AU6435,2682047,2682094,1247677,1247719,AU2314,1981-10-14
AU6437,2682283,2682566,1247570,1247860,AU2315,1981-12-16
AU6441,2680694,2680820,1249217,1249274,AU2320,1982-01-21
AU6442,2680812,2680858,1249270,1249307,AU2320,1982-01-21
AU6445,2680935,2680949,1249207,1249229,AU2320,1982-01-21
AU6447,2681022,2681117,1248992,1249285,AU2320,1982-01-21
AU6448,2681963,2682008,1249236,1249284,AU2321,1982-01-18
AU6450,2682794,2682828,1248335,1248365,AU2323,1982-01-29
AU6451,2682326,2682351,1247481,1247513,AU2328,1982-03-30
AU6454,2681465,2681551,1248811,1248913,AU2332,1982-05-10
AU6455,2681539,2681588,1248805,1248902,AU2332,1982-05-10
AU6456,2681555,2681619,1248794,1248890,AU2332,1982-05-10
AU6457,2681462,2681588,1248788,1248839,AU2332,1982-05-10
AU6458,2680909,2681173,1248416,1248583,AU2335,1982-07-29
AU6459,2681113,2681180,1248438,1248499,AU2335,1982-07-29
AU6460,2681119,2681171,1248440,1248490,AU2335,1982-07-29
AU6461,2681157,2681183,1248433,1248457,AU2335,1982-07-29
AU6462,2681124,2681163,1248405,1248427,AU2335,1982-07-29
AU6463,2680950,2681244,1248072,1248516,AU2335,1982-07-29
AU6464,2681184,2681211,1248393,1248417,AU2335,1982-07-29
AU6465,2681168,2681218,1248267,1248421,AU2335,1982-07-29
AU6466,2681135,2681209,1248298,1248390,AU2335,1982-07-29
AU6467,2682131,2682159,1248347,1248361,AU2337,1982-07-29
AU6468,2682152,2682179,1248336,1248361,AU2337,1982-07-29
AU6473,2681375,2681492,1248061,1248168,AU2344,1982-08-18
AU6474,2681380,2681561,1247979,1248104,AU2344,1982-08-18
AU6475,2681352,2681396,1247952,1248159,AU2344,1982-08-18
AU6476,2681033,2681094,1248345,1248426,AU2345,1982-08-27
AU6479,2682650,2682700,1247908,1247958,AU2350,1982-11-29
AU6483,2680995,2681542,1248341,1248707,AU2353,1983-04-27
AU6484,2681340,2681421,1248473,1248579,AU2353,1983-04-27
