mutation,date,min_x,max_x,min_y,max_y
WD3611,1997-10-30,2681545.558,2681782.508,1247085.052,1247180.151
WD3630,1998-03-18,2681453.521,2681521.245,1246225.388,1246361.343
WD3633,1998-05-05,2681842.509,2682012.187,1245556.040,1245971.302
WD3636,1998-07-15,2681687.808,2681727.766,1246624.434,1246645.918
WD3637,1998-08-03,,,,
WD3648,1998-10-29,2681107.559,2681185.854,1246937.800,1247028.541
WD3650,1998-10-22,2681113.617,2681180.873,1247314.760,1247379.004
WD3667,1999-04-20,,,,
WD3676,1999-05-19,2680813.865,2681077.498,1245174.443,1245280.815
WD3677,1999-05-19,2680848.901,2680955.871,1245433.074,1245618.317
WD3678,1999-05-19,2680901.802,2681215.129,1245231.587,1245545.234
WD3679,1999-05-19,2680893.360,2681061.662,1247145.719,1247286.697
WD3680,1999-05-20,2681041.173,2681241.214,1246593.397,1246936.556
WD3681,1999-05-20,2681229.483,2681423.199,1247192.222,1247308.144
WD3682,1999-05-20,2681472.025,2681530.335,1247031.757,1247069.635
WD3683,1999-05-20,2681840.927,2681944.753,1247018.763,1247093.385
WD3684,1999-05-20,2681891.895,2682048.596,1246760.890,1247018.763
WD3697,1999-12-09,2679781.375,2680066.226,1246253.903,1246445.583
WD3722,2001-05-14,2681748.715,2681930.397,1245730.726,1246050.035
WD3798,2003-01-14,,,,
WD3802,2001-10-29,2681167.751,2681206.675,1246994.106,1247012.658
WD3810,2002-02-05,2681203.139,2681339.547,1246372.168,1246757.302
WD3811,2002-02-05,2681174.735,2681361.327,1246456.924,1246664.763
WD3850,2003-03-18,2681310.391,2681391.031,1245739.935,1245814.810
WD3860,2003-06-12,2679740.441,2680163.863,1246556.721,1246933.350
WD3899,2004-10-18,2680531.610,2680653.285,1248120.905,1248250.424
WI3,1938-09-25,2686609.480,2686641.099,1245823.030,1245863.940
WI4,1939-05-11,2687736.976,2687779.863,1245865.854,1245907.817
WI9,1939-11-30,2686401.574,2686508.662,1246013.130,1246047.866
WI12,1940-11-01,2686600.575,2686635.074,1245850.580,1245882.079
WI26,1942-05-11,2686387.689,2686418.930,1246208.643,1246242.096
WI30,1943-01-07,2687049.713,2687149.641,1246904.455,1247059.456
WI33,1943-04-06,2687307.033,2687368.504,1245908.113,1245959.085
WI45,1945-10-08,,,,
WI52,1946-06-18,2686873.219,2686912.446,1245872.750,1245900.366
WI55,1946-09-28,2687046.301,2687093.890,1246619.297,1246650.854
WI56,1946-12-27,2686598.647,2686662.603,1245547.560,1245597.118
WI58,1947-04-29,2686566.882,2686637.100,1245569.998,1245645.760
WI61,1947-07-18,2686948.977,2686976.020,1245895.556,1245929.131
WI75,1949-01-20,2687219.433,2687317.933,1246456.244,1246531.336
WI78,1949-06-30,2688035.109,2688120.305,1245644.660,1245710.682
WI80,1949-07-15,,,,
WI82,1949-10-26,2687299.206,2687323.718,1246461.173,1246496.904
WI85,1950-04-01,2686826.857,2686867.831,1245756.841,1245803.141
WI87,1950-05-22,2687249.393,2687272.745,1246439.789,1246470.919
WI89,1950-06-08,2686943.917,2686979.069,1245952.316,1245991.784
WI96,1950-11-21,2687285.041,2687315.965,1246422.464,1246452.716
WI97,1950-12-13,2687647.287,2687788.550,1245995.092,1246072.734
WI100,1951-02-27,2686852.921,2686898.672,1245597.911,1245728.588
WI103,1951-04-19,2686794.263,2686803.401,1245708.490,1245889.468
WI104,1951-04-16,2687234.413,2687275.516,1246466.615,1246499.362
WI110,1951-05-30,2687109.688,2687216.309,1245999.687,1246120.325
WI128,1952-06-19,2688062.892,2688128.388,1245623.309,1245694.697
WI129,1952-06-28,2686399.777,2686422.972,1246070.189,1246093.649
WI135,1952-10-22,2686884.605,2686950.246,1245600.770,1245691.593
WI137,1952-11-19,2687206.637,2687397.488,1246395.383,1246552.876
WI138,1952-12-09,2686401.159,2686458.691,1245944.085,1245999.728
WI140,1953-04-29,2687305.570,2687373.018,1246539.623,1246581.631
WI145,1953-03-16,2686921.141,2686952.640,1245944.285,1245980.893
WI147,1953-03-31,2687387.209,2687423.000,1245790.914,1245858.605
WI148,1953-04-21,2686876.295,2687123.515,1245512.055,1245603.110
WI152,1953-06-16,2686553.872,2686599.376,1245631.640,1245673.644
WI153,1953-07-02,2686425.545,2686464.310,1245914.823,1246005.558
WI155,1953-07-27,2687372.548,2687379.774,1245879.112,1245897.566
WI156,1953-08-05,2686553.668,2686575.529,1245914.318,1245941.192
WI157,1953-09-08,2686334.280,2686434.930,1246003.789,1246072.810
WI162,1953-11-05,2687270.424,2687293.119,1246414.780,1246444.761
WI164,1953-12-08,2687045.487,2687081.278,1245556.170,1245656.016
WI167,1954-02-25,2686915.698,2687133.502,1245574.222,1245697.188
WI169,1954-01-25,,,,
WI170,1954-01-29,2687656.301,2687837.595,1245977.341,1246086.395
WI173,1954-05-25,2687961.098,2688081.114,1245674.603,1245749.846
WI186,1954-11-11,2687159.011,2687200.563,1245544.549,1245582.838
WI189,1956-06-12,2686961.760,2686994.840,1245718.099,1245754.830
WI192,1954-12-17,2687084.798,2687141.050,1245630.022,1245661.342
WI195,1955-01-24,2687578.790,2687606.035,1246232.176,1246260.570
WI199,1955-03-25,2687077.262,2687098.387,1245585.794,1245628.401
WI210,1955-06-06,2686365.038,2686427.618,1245979.625,1246034.360
WI211,1955-06-17,2687563.164,2687585.860,1246225.274,1246252.622
WI212,1955-08-04,2686167.684,2686266.410,1246142.654,1246249.063
WI214,1955-08-24,2686835.878,2686879.230,1245660.717,1245704.696
WI215,1955-08-06,2686262.419,2686308.933,1246097.912,1246235.556
WI216,1955-11-14,2687368.729,2687390.104,1246452.798,1246479.654
WI217,1955-12-12,2687219.378,2687255.283,1246381.134,1246417.902
WI222,1956-01-26,2687012.729,2687032.762,1245632.202,1245671.068
WI226,1956-04-04,2686214.716,2686447.145,1246049.758,1246114.137
WI227,1956-03-09,2687397.631,2687431.110,1246568.798,1246599.081
WI228,1956-06-19,2686341.624,2686377.333,1246073.131,1246157.694
WI241,1956-10-12,,,,
WI245,1956-11-06,2687238.734,2687282.256,1246395.676,1246438.033
WI247,1957-03-12,2686327.570,2686362.660,1246146.354,1246192.111
WI252,1957-07-17,2686589.459,2687386.712,1245756.279,1245959.682
WI254,1957-06-19,2687361.553,2687382.254,1245869.148,1245909.550
WI260,1957-12-04,2687155.546,2687194.432,1245725.666,1245770.037
WI265,1958-03-07,2687437.367,2687488.026,1245808.535,1245893.120
WI266,1958-03-18,2687401.210,2687439.578,1245788.989,1245894.701
WI267,1958-03-18,2687774.441,2687801.895,1246200.338,1246232.935
WI268,1958-03-20,2686303.658,2686355.334,1246179.540,1246210.125
WI271,1958-03-24,2686631.420,2686666.227,1245768.874,1245822.025
WI276,1958-06-03,2686520.282,2686545.886,1245838.499,1245880.520
WI280,1958-07-31,,,,
WI282,1958-08-22,2686982.404,2687155.085,1246511.257,1246559.176
WI283,1958-10-10,2687092.891,2687142.318,1245703.823,1245753.358
WI284,1958-10-29,2686936.309,2686972.718,1246018.358,1246052.614
WI287,1958-11-11,2686144.197,2686425.727,1246206.258,1246324.727
WI288,1958-12-01,2686264.887,2686327.849,1246036.239,1246099.912
WI289,1958-12-01,2687195.860,2687242.793,1245981.949,1246032.527
WI291,1959-01-12,2687666.668,2687701.706,1246160.049,1246190.924
WI292,1959-02-06,2687114.783,2687244.656,1245634.837,1245675.550
WI297,1959-03-23,2686943.232,2686985.986,1246515.123,1246568.160
WI302,1959-06-17,2687123.077,2687156.969,1246491.252,1246511.534
WI315,1960-06-09,2687310.011,2687590.612,1246190.185,1246450.090
WI316,1960-10-04,2686944.207,2687011.874,1245962.721,1246092.923
WI317,1960-10-05,2686955.495,2686968.841,1246558.539,1246578.918
WI320,1960-12-28,2686687.351,2686827.661,1245910.412,1245946.020
WI322,1961-01-13,2686594.129,2686617.076,1245914.021,1245940.329
WI323,1961-02-07,2687779.402,2688046.719,1246066.396,1246187.510
WI324,1961-04-07,2687473.325,2687583.663,1246087.237,1246227.790
WI327,1961-05-31,2686544.254,2686582.549,1245664.739,1245701.443
WI329,1961-09-25,2687433.185,2687455.086,1246483.299,1246521.642
WI330,1961-10-02,2687047.885,2687169.340,1246649.795,1246725.627
WI331,1961-11-01,2686978.164,2687041.421,1246067.849,1246105.214
WI337,1962-04-13,2686979.908,2687001.272,1245733.970,1245931.567
WI339,1962-06-15,2687089.464,2687124.363,1245720.481,1245759.538
WI343,1962-10-05,2687433.777,2687438.553,1245904.499,1245911.220
WI346,1962-11-28,2687460.423,2687721.045,1245992.093,1246171.299
WI347,1963-01-12,2687357.842,2687428.844,1245907.636,1246108.148
WI348,1962-11-21,2687043.224,2687073.539,1245928.796,1245973.196
WI356,1963-05-10,2687437.316,2687495.626,1246045.815,1246133.557
WI362,1963-11-18,2686832.633,2686915.292,1245981.665,1246072.909
WI363,1963-11-19,2686999.326,2687032.571,1245600.248,1245640.842
WI381,1965-01-20,2686474.097,2686517.602,1246063.357,1246098.734
WI390,1965-07-15,2687763.036,2687812.532,1245839.662,1245886.831
WI394,1965-09-07,2687395.212,2687421.108,1245930.156,1245997.378
WI396,1965-11-01,2687537.253,2687593.659,1246250.225,1246290.473
WI397,1966-03-08,2687571.396,2687618.517,1245697.719,1245838.730
WI400,1966-05-20,2687024.295,2687065.650,1246114.918,1246158.647
WI401,1966-06-21,2686921.258,2687063.275,1245723.458,1245889.817
WI402,1966-06-16,2687050.001,2687119.430,1245977.817,1246031.122
WI403,1966-07-05,2687204.271,2687231.168,1245775.994,1245825.133
WI404,1966-07-05,2686879.131,2687214.667,1246166.825,1246400.366
WI406,1966-08-05,2687930.917,2688096.491,1246155.871,1246223.460
WI408,1966-08-19,2687625.245,2687664.424,1245768.387,1245862.840
WI411,1966-10-03,2686974.819,2686986.258,1245628.199,1245675.168
WI412,1966-10-21,2686713.728,2686761.017,1246068.174,1246141.560
WI413,1966-11-01,2687611.870,2687655.112,1245766.454,1245814.273
WI414,1966-11-08,2687029.955,2687081.231,1245994.125,1246034.874
WI423,1967-10-05,2687675.886,2687758.256,1245673.224,1245721.416
WI424,1967-09-12,2686467.078,2686954.278,1246047.913,1246205.857
WI428,1967-11-28,2687755.779,2687794.438,1246248.387,1246276.791
WI430,1968-01-25,2687790.607,2687844.312,1245804.542,1245860.025
WI431,1968-06-19,2686997.029,2687096.262,1246149.377,1246224.505
WI432,1968-04-19,2686450.626,2686487.778,1246086.479,1246151.915
WI441,1968-08-15,2686989.026,2687025.719,1246542.460,1246597.639
WI442,1968-08-23,2686825.869,2687005.622,1246616.971,1246711.036
WI445,1968-09-18,2686925.333,2686976.030,1246103.784,1246150.245
WI447,1968-11-05,2686754.476,2686834.713,1246068.431,1246122.630
WI450,1968-12-06,2687769.319,2687823.498,1246288.575,1246346.671
WI451,1969-01-07,2686502.473,2686538.275,1245958.725,1245998.763
WI452,1969-03-12,2687719.716,2687769.714,1246121.757,1246208.743
WI456,1969-07-18,2687623.100,2687697.764,1245684.017,1245717.709
WI458,1969-09-19,2687326.584,2687339.467,1246678.310,1246701.970
WI459,1969-10-27,2687730.600,2687918.978,1246118.314,1246226.241
WI460,1969-12-12,2687741.608,2687830.433,1245140.135,1245196.446
WI464,1970-07-07,2686600.372,2686631.191,1245958.305,1246020.850
WI471,1971-12-03,2687704.571,2687797.573,1245333.374,1245368.566
WI472,1971-07-07,2686991.578,2687105.097,1245662.217,1245743.695
WI473,1971-07-15,2687799.730,2687836.100,1246151.544,1246220.986
WI474,1971-08-04,,,,
WI475,1971-08-06,2686857.984,2686992.668,1245540.663,1245617.316
WI476,1971-08-03,2687757.211,2687817.980,1245335.565,1245390.563
WI477,1971-09-17,2686962.939,2686994.943,1246595.935,1246599.944
WI478,1971-10-01,2686394.872,2686436.569,1246087.755,1246109.249
WI479,1971-11-01,2687462.234,2687506.471,1245805.259,1245849.676
WI480,1971-11-09,2686639.143,2686687.854,1246064.803,1246136.400
WI481,1972-01-27,2686412.959,2686526.038,1246141.595,1246243.445
WI486,1972-02-03,2686389.988,2686414.387,1246099.277,1246119.084
WI487,1972-03-10,2686316.409,2686360.196,1246024.379,1246062.768
WI488,1972-06-22,2686939.924,2687234.545,1245529.479,1245575.528
WI490,1972-06-27,2687156.192,2687203.767,1245852.604,1246005.510
WI492,1972-07-06,,,,
WI494,1972-09-06,2686308.623,2686359.185,1246059.329,1246094.964
WI495,1972-10-03,2687820.154,2687858.421,1245773.806,1245833.774
WI496,1972-12-29,2686364.469,2687124.366,1245801.076,1246007.185
WI498,1973-04-11,2687687.612,2687699.632,1246190.465,1246215.182
WI501,1973-11-30,2687947.094,2688042.556,1245559.268,1245696.910
WI502,1973-08-10,2687610.228,2687748.995,1245612.626,1245735.354
WI505,1974-06-12,2686522.262,2686575.980,1246175.937,1246210.892
WI511,1975-03-05,2687578.070,2687649.640,1245884.233,1245942.628
WI512,1975-03-10,2687046.731,2687068.120,1246587.871,1246630.988
WI515,1975-05-23,2688033.985,2688123.584,1246131.721,1246216.853
WI519,1975-08-19,2686379.795,2686432.804,1245916.088,1246125.900
WI529,1975-07-21,2686537.312,2686611.194,1245939.998,1245970.990
WI530,1975-08-29,2686747.633,2686935.846,1246073.697,1246200.897
WI538,1976-01-20,2687501.326,2687903.521,1246149.330,1246267.334
WI544,1976-03-31,2687108.777,2687396.104,1246554.005,1246613.578
WI545,1976-03-18,2686633.274,2687283.435,1246189.704,1246401.635
WI547,1976-04-29,2687459.679,2687633.211,1246635.118,1246733.735
WI549,1976-07-02,2687230.093,2687470.278,1245493.094,1245618.093
WI550,1976-07-29,2687553.048,2687600.073,1245355.530,1245395.182
WI554,1976-10-21,2687073.010,2687199.928,1246359.812,1246435.129
WI555,1976-11-05,2686857.342,2686963.038,1246382.429,1246547.988
WI557,1977-02-22,2687730.113,2687781.404,1245447.888,1245517.393
WI558,1976-12-22,2687204.987,2687283.307,1245507.811,1245566.245
WI559,1977-02-04,2687461.482,2687566.666,1245387.532,1245505.039
WI560,1977-04-01,2686656.568,2687054.802,1246055.279,1246116.848
WI564,1977-07-14,,,,
WI573,1977-08-12,2686936.209,2687028.749,1246481.476,1246534.761
WI574,1977-08-22,2687492.944,2687516.170,1245777.322,1245831.003
WI575,1977-09-29,2687436.924,2687478.056,1245389.558,1245427.664
WI576,1977-11-04,2687396.358,2687449.532,1246123.649,1246167.144
WI577,1977-11-15,2687118.788,2687227.011,1246079.589,1246172.691
WI578,1977-12-14,2687168.185,2687255.952,1245660.595,1245701.318
WI579,1978-01-05,2687419.973,2687488.807,1246521.642,1246594.480
WI584,1978-04-25,2687495.431,2687534.429,1245723.698,1245761.085
WI585,1978-04-13,2687655.116,2687737.615,1245453.284,1245554.695
WI592,1978-07-17,2687463.560,2687496.726,1245362.694,1245401.770
WI597,1978-09-18,2687497.152,2687562.167,1245395.745,1245437.385
WI598,1978-09-25,2686410.605,2686516.336,1246238.146,1246294.572
WI601,1978-09-28,2687236.940,2687413.272,1245632.354,1245784.367
WI606,1978-12-28,2686811.546,2686943.937,1245604.409,1245669.752
WI609,1979-02-28,2686545.624,2686710.186,1245476.984,1245510.517
WI612,1979-03-14,2687038.785,2687113.125,1246214.985,1246286.986
WI613,1979-03-14,2687186.457,2687293.227,1246176.088,1246257.507
WI614,1979-04-06,2687592.005,2687615.865,1245357.698,1245375.911
WI616,1979-05-18,2687510.939,2687655.213,1245855.040,1245924.567
WI618,1979-07-23,2686735.628,2686969.739,1246437.539,1246694.907
WI626,1979-11-19,,,,
WI627,1980-01-30,2687469.081,2687847.785,1245175.789,1245387.115
WI628,1980-01-30,2687720.509,2687862.066,1245604.437,1245718.350
WI629,1980-02-12,2688795.732,2688850.356,1246388.462,1246419.363
WI630,1980-02-12,,,,
WI633,1980-03-26,2687067.636,2687122.075,1246566.046,1246624.879
WI635,1980-06-24,2687617.879,2687714.085,1245355.107,1245383.615
WI645,1980-12-10,2687780.867,2687948.661,1245591.225,1245634.785
WI647,1981-01-14,2687179.637,2687902.279,1245206.644,1245386.085
WI648,1980-12-29,2686520.911,2686599.893,1245969.689,1246000.807
WI651,1981-02-12,2686526.067,2686610.089,1245717.359,1245794.742
WI652,1981-02-25,2686628.045,2686667.209,1245732.625,1245767.107
WI653,1981-03-11,2687749.708,2687824.206,1246066.122,1246146.494
WI654,1981-03-12,2687918.135,2688002.434,1245587.350,1245618.895
WI655,1981-05-29,2687386.712,2687577.120,1245744.259,1245805.056
WI656,1981-04-29,2687998.388,2688058.288,1245567.000,1245614.492
WI670,1981-10-22,2686645.865,2686696.183,1245594.845,1245760.259
WI672,1981-10-27,2687362.078,2687404.969,1246133.390,1246157.666
WI673,1981-11-30,2687840.774,2688021.442,1245387.289,1245525.945
WI676,1982-02-05,2687195.269,2687216.850,1245732.750,1245776.140
WI684,1982-04-14,2687970.374,2688101.551,1245526.480,1245587.815
WI685,1982-09-24,2687185.670,2687317.237,1245797.117,1246410.936
WI691,1983-11-03,2686428.933,2686828.065,1245078.849,1245347.567
WI692,1982-10-29,2687796.736,2687998.331,1245492.623,1245559.522
WI695,1982-11-22,2686500.550,2686628.788,1245382.340,1245477.000
WI699,1982-12-15,2687021.817,2687068.901,1246518.808,1246592.048
WI701,1983-01-31,2687111.605,2687368.437,1245460.691,1245569.644
WI702,1983-02-11,2687245.830,2687332.421,1246650.417,1246732.229
WI710,1983-09-20,2686628.465,2686851.810,1245358.836,1245487.696
WI716,1983-10-19,2687382.975,2687415.525,1245567.994,1245643.856
WI717,1983-12-13,2686469.738,2686494.903,1245999.362,1246061.052
WI718,1984-02-22,2687835.000,2688050.749,1246072.505,1246154.351
WI719,1984-02-22,2688053.012,2688246.994,1245698.303,1245760.954
WI723,1984-04-30,2686853.024,2686941.122,1245470.463,1245562.939
WI724,1984-05-15,2687293.054,2687329.738,1245994.912,1246046.423
WI726,1984-06-05,2687516.299,2687561.907,1245925.256,1245959.037
WI735,1985-01-08,2687908.787,2687922.610,1246179.053,1246238.626
WI740,1985-06-28,2686763.872,2686812.301,1245910.412,1245999.224
WI742,1985-08-26,2687698.153,2687830.975,1245430.189,1245457.012
WI745,1985-09-05,2687605.220,2687692.380,1245457.759,1245537.869
WI755,1986-10-14,,,,
WI757,1987-04-30,2687374.440,2687408.872,1245939.885,1246004.084
WI758,1988-05-16,2687826.778,2687910.157,1245079.289,1245505.117
WI759,1987-05-12,2687677.007,2687712.978,1245649.770,1245705.694
WI760,1988-05-10,2687098.673,2687796.669,1246689.487,1246929.262
WI761,1988-05-25,2687904.025,2688101.595,1245558.783,1245624.371
WI762,1987-08-26,2686597.982,2686659.100,1246180.264,1246255.176
WI763,1987-08-26,2687529.950,2687571.109,1246636.228,1246711.458
WI764,1987-08-26,2687753.098,2687817.683,1245735.443,1245847.111
WI765,1988-05-25,2687560.342,2687782.457,1246228.610,1246472.799
WI766,1987-09-25,,,,
WI767,1987-10-08,2687329.057,2687348.488,1245976.732,1245997.531
WI773,1988-06-20,,,,
WI774,1988-08-03,2687467.497,2687505.439,1246636.764,1246660.893
WI780,1989-03-06,2686963.226,2687012.227,1246590.458,1246634.058
WI782,1989-04-28,2687215.802,2687387.905,1245535.324,1245649.088
WI783,1989-10-04,2687531.424,2687587.565,1246576.536,1246626.068
WI790,1989-10-16,2687037.581,2687111.513,1246037.126,1246111.732
WI796,1990-03-15,2687451.208,2687556.639,1245584.844,1245693.291
WI797,1990-03-20,2687745.790,2687923.367,1245630.962,1245726.397
WI1001,1990-04-06,2687500.272,2687534.389,1245872.883,1245910.334
WI1004,1990-07-12,2687170.629,2687192.498,1245753.763,1245800.447
WI1005,1990-08-14,2686496.642,2686533.483,1245917.895,1245949.999
WI1006,1990-10-26,2686410.899,2686621.377,1246043.921,1246181.277
WI1007,1990-12-07,2687305.258,2687367.938,1245784.367,1246009.680
WI1010,1991-03-06,2687133.287,2687191.440,1245750.717,1245803.050
WI1014,1991-07-03,2687838.895,2688427.027,1246947.645,1246966.621
WI1015,1991-07-03,2688050.591,2688085.289,1245616.912,1245666.587
WI1023,1991-11-25,2687505.348,2687651.713,1245480.541,1245666.352
WI1027,1992-04-01,2687268.614,2687324.471,1245700.161,1245734.947
WI1030,1992-06-05,2686910.189,2686957.438,1245972.243,1246019.672
WI1036,1992-08-26,2687402.330,2687468.818,1245907.338,1245953.645
WI1043,1993-08-27,2686407.640,2686461.589,1246003.409,1246078.589
WI1049,1993-02-09,2687054.777,2687200.098,1245991.292,1246103.116
WI1059,1994-10-19,2686697.948,2686785.759,1245993.480,1246057.376
WI1080,1996-05-22,,,,
WI1083,1996-06-19,2686991.909,2687046.321,1246024.290,1246082.272
WI1085,1996-07-10,2687463.207,2687490.083,1245890.353,1245927.452
WI1086,1996-07-08,2687056.169,2687322.630,1245320.951,1245422.190
WI1094,1997-04-10,2686731.417,2686777.732,1245910.471,1245974.655
WI1096,1997-10-16,2687391.671,2687416.884,1245857.828,1245918.931
WI1098,1998-03-13,2686981.165,2687055.739,1245967.257,1246002.321
WI1101,1998-12-10,2687434.979,2687477.605,1245834.816,1245861.466
WI1102,1999-04-15,2687568.926,2687848.441,1245502.604,1245804.672
WI1104,1999-05-26,2687561.734,2687904.457,1246360.547,1246683.274
WI1112,1999-12-06,,,,
WI1113,1999-12-08,2687205.836,2687533.758,1246191.852,1246626.718
WI1118,2000-11-21,2687675.381,2687837.509,1245467.658,1245614.359
WI1119,2001-01-15,2686980.488,2687021.246,1246512.945,1246544.073
WI1124,2001-11-13,2687398.157,2687447.369,1245654.927,1245782.111
WI1197,2002-12-20,2687958.248,2688064.220,1245451.052,1245491.659
WI1198,2003-01-14,2687453.544,2687453.544,1245636.344,1245636.344
WI1201,2001-12-06,2687711.955,2687711.955,1245534.487,1245534.487
WI1204,2002-02-12,2687942.248,2688068.979,1245449.537,1245545.375
WI1208,2002-08-27,,,,
WI1211,2003-01-29,2687441.550,2687533.698,1245643.515,1245720.547
WI1212,2003-04-09,2686530.231,2686677.907,1245489.753,1245736.990
WI1215,2003-05-20,2687447.761,2687517.839,1245748.731,1245793.324
WI1218,2003-08-11,2687057.746,2687152.994,1245856.383,1245995.923
WI1230,2003-12-04,2687824.904,2687883.834,1245703.981,1245782.275
WI1232,2004-01-20,2687429.265,2687480.776,1245619.621,1245689.934
WI1240,2004-03-08,2687365.280,2687404.048,1246115.969,1246141.434
WI1248,2004-09-09,2687495.973,2687533.058,1246681.634,1246707.645
WO3,1906-03-15,2682651.570,2682712.646,1244435.180,1244449.807
WO5,1906-03-22,2682329.131,2682387.910,1244116.616,1244178.595
WO8,1906-05-09,2681503.364,2682003.706,1244732.683,1245185.027
WO27,1907-01-30,2683349.459,2683425.345,1243370.685,1243445.346
WO34,1907-06-27,2682685.634,2682716.829,1244196.394,1244237.724
WO46,1907-12-22,2682328.246,2682393.077,1244025.226,1244083.535
WO58,1908-06-03,2682266.012,2682306.363,1245056.100,1245077.144
WO60,1908-06-11,2682704.776,2682739.797,1244181.368,1244212.668
WO61,1908-06-24,2682313.395,2682340.599,1244773.371,1244869.488
WO62,1908-07-08,2682572.794,2682644.335,1244422.545,1244479.211
WO66,1908-09-22,2682735.916,2682769.832,1244179.041,1244218.247
WO69,1908-12-09,2683336.302,2683355.852,1243232.429,1243247.040
WO78,1909-02-01,2682867.970,2682934.949,1243903.978,1243955.167
WO86,1909-03-12,2682876.905,2682941.581,1243875.309,1243923.316
WO90,1909-05-03,2683293.842,2683334.071,1243222.534,1243248.566
WO95,1909-08-25,2683350.048,2683369.836,1243225.533,1243239.302
WO107,1910-03-11,2682348.074,2682401.925,1243741.369,1243774.785
WO119,1910-07-30,2682391.669,2682427.179,1243639.909,1243745.073
WO122,1910-08-24,2682620.187,2682638.566,1244625.954,1244651.950
WO123,1910-08-25,2682584.764,2682622.671,1244513.439,1244541.210
WO127,1910-09-03,2682361.094,2682412.655,1244099.645,1244141.835
WO138,1910-11-10,2682290.676,2682332.775,1244115.987,1244157.729
WO147,1911-01-19,2682316.904,2682356.869,1244149.848,1244186.221
WO160,1911-06-21,2682689.943,2682705.371,1244274.587,1244293.747
WO168,1911-08-14,2682315.034,2682340.674,1244810.332,1244849.357
WO198,1912-08-26,2682698.992,2682737.405,1244101.019,1244136.642
WO200,1912-09-10,2682711.931,2682749.681,1244266.946,1244294.012
WO203,1912-10-05,2683129.093,2683201.406,1243007.510,1243038.916
WO218,1913-04-09,2682321.204,2682342.042,1244745.651,1244775.068
WO237,1913-12-22,2682246.635,2682284.116,1244083.497,1244120.259
WO239,1914-02-18,2682228.314,2682266.695,1244105.273,1244142.149
WO240,1914-03-12,2682862.809,2683076.718,1243267.508,1243340.657
WO242,1914-04-29,2682585.593,2682608.464,1244591.778,1244608.642
WO243,1914-05-12,2682578.184,2682650.229,1244359.896,1244432.996
WO244,1914-05-12,2682547.841,2682590.782,1244502.058,1244547.188
WO252,1914-06-18,2682201.264,2682250.568,1243911.903,1243949.823
WO259,1915-01-19,2682009.908,2682043.452,1243560.806,1243625.222
WO261,1915-02-19,2683408.863,2683426.281,1243346.849,1243370.162
WO265,1915-04-08,2681985.161,2682012.588,1243558.558,1243577.130
WO276,1915-11-16,2682608.922,2682664.594,1244283.445,1244330.642
WO287,1916-02-24,2682860.139,2682885.013,1243868.604,1243878.696
WO309,1916-03-29,2682620.657,2682636.802,1244649.956,1244672.061
WO312,1916-04-08,2683029.725,2683075.310,1243325.591,1243377.076
WO352,1917-06-13,2683315.983,2683434.057,1243325.716,1243420.132
WO353,1917-06-13,2682633.022,2682654.879,1244628.816,1244672.862
WO362,1917-12-22,2682101.082,2682122.544,1244062.269,1244108.255
WO364,1917-12-29,2682525.083,2682554.124,1243400.606,1243430.990
WO372,1918-09-25,2682670.158,2682707.724,1244217.697,1244262.422
WO374,1918-10-11,2682325.852,2682362.039,1244094.959,1244128.395
WO380,1919-04-08,2682323.806,2682373.704,1244713.975,1244744.507
WO385,1919-09-30,2683334.044,2683347.887,1243210.209,1243224.484
WO388,1919-08-18,2682098.218,2682122.122,1244016.398,1244055.467
WO393,1919-12-11,2682508.240,2682556.179,1244432.827,1244516.329
WO394,1919-12-29,2683108.651,2683138.246,1243643.962,1243691.373
WO397,1920-03-29,2682677.961,2682691.332,1244911.944,1244941.880
WO402,1920-05-19,2682936.891,2682960.680,1243669.979,1243687.572
WO421,1921-06-09,2682082.100,2682118.180,1243765.593,1243799.975
WO435,1922-08-16,2682741.279,2682811.665,1244084.142,1244155.644
WO445,1923-02-28,2682262.390,2682286.427,1244213.283,1244254.695
WO447,1923-05-16,2682620.546,2682672.774,1244324.223,1244353.864
WO449,1923-07-11,2682120.205,2682149.132,1244017.510,1244056.296
WO452,1923-08-16,2682429.533,2682460.042,1244504.747,1244533.472
WO454,1923-09-15,2682235.074,2682305.214,1243737.988,1243854.533
WO457,1923-09-11,2682624.048,2682655.753,1244379.172,1244409.346
WO473,1924-02-20,2682183.100,2682219.887,1244304.914,1244430.214
WO475,1924-03-19,2682588.445,2682612.806,1244568.554,1244595.493
WO480,1924-05-16,2682530.770,2682555.006,1244607.311,1244640.421
WO486,1924-06-16,2682833.966,2682875.601,1243460.928,1243518.051
WO488,1924-07-23,2682116.177,2682153.149,1244062.601,1244098.239
WO494,1924-09-03,2682781.364,2682811.990,1243472.060,1243499.643
WO496,1924-10-28,2681736.521,2681772.219,1244485.605,1244504.499
WO498,1925-01-08,2682265.422,2682339.827,1243968.428,1244045.632
WO503,1924-12-16,2681838.591,2681870.106,1242222.904,1242267.363
WO504,1924-12-03,2682178.533,2682216.289,1244422.810,1244447.265
WO505,1925-01-14,2682607.954,2682639.074,1244618.757,1244845.394
WO506,1925-01-22,2682749.870,2682793.944,1243436.209,1243478.728
WO518,1925-05-07,2682637.125,2682661.401,1244583.164,1244620.674
WO522,1925-06-26,2682882.943,2682921.952,1243486.060,1243515.914
